,duration,energy,power,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,Time:8,iDifference,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgVal2,avgVal3,avgBand1,avgBand2,avgBand3,fmean1,fmean2,fmean3,f2meanf1,f3meanf1,f1STD,f2STD,f3STD,f2STDf1,f2STDf2,jitter,shimmer,jitterRap,meanPeriod,percentUnvoiced,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,AvgTotRis:3,AvgTotFall:3,numRising,numFall,loudness,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
p33,56.92312916666667,0.021261202808106706,0.00041107025686310005,72.93508822256292,389.9919915199591,179.3488324315182,46.31295630727122,264.94234926569277,165.57442956239532,1.4441189996208021,56.896564581999996,88.06370488441641,317.05690329739616,210.64315908844088,224.41756195756375,34.95126051896978,76.32735459059401,59.279161763770844,7.632957683625198,53.21146387727039,41.37609407162423,17.04819282682317,23.115890713323612,607.8008361046493,1790.1552762231054,0.0,377.82657669774056,478.79841200281635,0.0,607.800836104648,1790.1552762231036,2824.4660912051686,2.9455336372647656,4.6477581174098415,338.40656067563,405.1483006054821,400.9097329715609,1.2031042647074681,1.188023438981079,0.025863999999999998,0.179242,0.013524,0.005607535800000001,0.482902,143.6,0.5602340000000001,0.00046317157115214155,46.4,4.40884375,1.0108000000000001,36.39399999999999,157.4,227.88539999999998,209.9192,29.1436,22.5246,88.8,6886.583725557884,,0.0,5.0,5.0,1.0,1.0,1.0,0.8,0.4,1.0,1.2,1.2,1.0,1.0,1.2,1.0,1.2,1.0,90.0
p34,75.58083333333333,0.003969712819628573,5.434314689757931e-05,66.63712576018932,353.7849484797109,185.14064939431222,48.99706644455139,251.7623702043639,172.96748038202867,1.2656677433410632,75.554166668,49.35469268600487,287.14782271952157,168.64429908539867,180.81746809768225,35.23858201558846,69.89952685876187,51.28632914691049,5.771000441498503,46.80029836930869,34.660944843173425,18.61319771185139,23.09922848945319,649.2323157245413,1853.205711964521,0.0,498.5496335509521,651.2860387656985,0.0,649.2323157245418,1853.2057119645203,2855.043248679821,2.8555665100679963,4.400128663179947,333.94059002332494,397.5567459218447,381.0382263199822,1.193572063008601,1.1428789360211595,0.022106000000000004,0.18307199999999998,0.011872,0.005407858,0.488802,191.4,0.528068,0.0003424080943665527,66.2,3.2490666666666663,0.7162000000000001,45.181799999999996,213.0,198.89739999999998,194.51040000000003,23.4072,23.5842,116.8,9632.744390779088,,0.0,6.0,6.0,1.2,1.2,1.2,0.8,0.8,1.4,1.2,1.2,1.0,1.2,1.4,1.2,1.2,1.2,106.0
p35,42.190804166666666,0.0070171928721926334,0.0001355255153501971,75.99486160551298,397.76394847058884,196.33320117206017,53.82902930576112,257.0797910095328,201.4823176918497,1.4176914999515018,42.164777084,105.62708034717153,321.7690868650759,201.43074729852873,196.28163077873924,35.36771794495599,65.81424168195187,52.852421048836355,6.271326522965003,48.29727518147802,30.44652373699588,12.961820633115519,17.516966500473842,648.3454995327635,1894.3291310093432,0.0,467.1074105366176,621.1714226523724,0.0,648.3454995327631,1894.3291310093439,2919.3003087495686,2.923751520084518,4.5051365281942255,327.2681820163258,392.41279153970856,399.11689012540495,1.1996411915356393,1.2201876819763124,0.021248,0.175326,0.011566,0.0051004553999999995,0.5152559999999999,98.0,0.546374,0.0006125632990578335,26.4,5.326933333333335,1.3244,23.4762,105.8,204.3902,256.3092,29.244799999999998,29.1692,58.0,4796.16313344409,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,1.2,1.4,1.4,1.2,1.0,1.2,1.2,1.2,1.2,1.0,107.0
p37,45.546170833333335,0.010809515050967456,0.0002252408092796275,74.45650212614706,375.15566445603633,187.74205770083455,50.07200182261833,280.70540938298876,189.38922647490034,1.1919035813131973,45.519335418000004,129.2572838053864,300.69916232988936,187.4136067552018,185.76643798113602,34.27824216289805,74.93753633276448,57.38973023453766,8.0264355034601,51.995072910798875,40.65929416986642,17.547806098226822,22.942463421965606,637.005048182909,1866.9647957895959,0.0,469.8569220245249,521.0639998220746,0.0,637.0050481829096,1866.9647957895963,2994.0883922638595,2.9314251952561663,4.701914349084625,349.7294485250244,384.9534484523068,377.614648418811,1.101036038944492,1.0795923071752895,0.023488000000000002,0.16326599999999997,0.012445999999999999,0.0053433044,0.471908,108.8,0.511542,0.000582366540522295,33.6,4.213333333333331,0.8805999999999999,28.9022,117.2,198.4468,231.949,34.1936,27.239800000000002,67.4,5003.170228619024,,0.0,5.0,5.0,1.2,1.0,1.2,0.8,0.6,1.4,1.2,1.2,0.8,1.2,1.2,0.8,1.2,1.0,97.0
p42,74.6728375,0.02688977050075773,0.0003575286575963391,72.67332026635756,362.91303149962863,100.45269976103008,29.47815818632239,158.68953090188637,93.78696087740353,1.0897828627379291,74.64579375,19.78711737637656,290.2397112332711,262.4603317385986,269.12607062222514,36.06394408098724,73.33304802392782,59.261630794110125,8.811594896339887,53.77573255641711,37.26910394294058,14.071417229817703,19.557315467510705,648.1843523491067,1789.5499700052376,0.0,424.57630834507273,534.0062526318492,0.0,648.1843523491074,1789.549970005237,2853.3537773343605,2.7640775127096116,4.407265642725986,388.0937953650899,434.1898956565471,453.9276963688675,1.1213672333536775,1.1721124499915907,0.024956,0.18305,0.013326000000000001,0.0100237406,0.466836,171.2,0.50701,0.0003390023928420293,58.2,5.292800000000001,0.7224,42.38440000000001,177.0,261.5408,253.629,20.743,18.806599999999996,102.4,7483.933551332366,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.6,1.0,1.0,1.0,1.0,1.2,1.4,1.2,1.2,1.2,99.0
p43,37.270875,0.008371351671645728,0.00022470944873806908,71.02098632008492,375.30634216744943,100.08521593460601,41.98265171093537,263.37593424062493,87.47002701718762,0.9986391738094594,37.2448125,39.34177333147622,304.2853558473645,275.2211262328434,287.83631515026184,37.173523497773864,70.17297994666168,57.49074369846626,7.2505073870591845,53.12874510605409,32.99945644888783,12.682236248195434,17.044234840607597,655.5376960537735,1768.9908873215695,0.0,414.04548687261024,510.4574785577408,0.0,655.537696053774,1768.9908873215704,2749.889880150373,2.6997607956268577,4.197843087386403,365.8204976341986,435.18467716038595,485.0283425074975,1.1936185158226198,1.3294564378341693,0.028734,0.184034,0.015056,0.0100761522,0.40415600000000007,111.4,0.47009999999999996,0.0005539899917209655,37.4,2.1973333333333356,0.5296,19.8654,114.8,279.133,260.44079999999997,30.768,28.1056,61.4,5361.366988675025,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.8,1.2,1.2,1.0,1.2,1.2,1.2,1.2,1.2,1.0,100.0
p44,73.2300625,0.003407787951373029,4.414684116094075e-05,69.45054272773511,382.1154591090804,181.52060301760395,93.03600547124984,245.075132475183,174.8404545875648,5.398855833156473,73.203156248,79.91886938988759,312.6649163813453,200.5948560914764,207.27500452151563,35.707002146140844,65.64975823948717,50.315735704529914,5.495623045578733,46.316718086252855,29.942756093346325,15.334022534957267,19.333040153234325,726.3165558422313,1956.4658579624345,0.0,565.0226870028988,706.6058791098776,0.0,726.3165558422304,1956.4658579624315,2992.593733305224,2.6946407146518085,4.122010685494015,433.5481638600213,396.8301903707269,481.2935467550963,0.915750703965778,1.110144037590899,0.05800799999999999,0.219936,0.030824,0.0056720022,0.711756,144.6,0.8149599999999999,0.001098705856904978,55.2,3.669333333333333,0.767,42.084999999999994,157.6,270.3876,265.4614,44.7624,43.1112,77.6,5994.296358344208,,0.0,4.0,4.0,0.8,0.8,0.6,0.6,0.2,0.8,1.2,0.4,0.8,1.2,1.2,1.0,0.8,0.8,73.0
p45,56.704075,0.03399787397726904,0.0006020138952105112,76.16684141378173,370.70258045848277,120.74806924139857,36.48898265829537,241.27429130230635,110.52465042938971,0.7057916333027872,56.677662498,92.4300276859926,294.53573904470113,249.9545112170843,260.1779300290931,36.30401282099459,77.03451261209293,61.74485992015349,8.571255837842951,57.92550361098466,40.73049979109834,15.289652691939443,19.10900900110827,609.7216437408381,1801.0640858988802,0.0,388.7162854541511,508.30393748300037,0.0,609.7216437408395,1801.0640858988813,2804.072689016729,2.9569829059815236,4.6036182531994605,365.74518090530216,411.8748018362033,420.67918633984846,1.1280022454662664,1.1545913284632385,0.022609999999999998,0.180618,0.011728,0.008333281799999998,0.355382,157.6,0.41061000000000003,0.0003433331778345245,56.8,1.501866666666666,0.5012000000000001,28.468799999999998,160.2,244.6598,236.6888,27.1526,20.749599999999997,95.4,6510.323341788693,,0.0,7.0,7.0,1.4,1.4,1.2,0.8,1.0,1.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.4,112.0
p47,33.2995,0.0035428280716975373,8.700639657054589e-05,71.47946566293261,344.05958435121073,127.22323361310532,38.80733601829987,187.3369905845531,111.93052011272371,1.7781264175649596,33.272875,63.79250251546771,272.5801186882781,216.8363507381054,232.12906423848705,35.38748689099628,67.85640409681301,52.532438981637654,6.440413686933977,46.197680360460836,32.46891720581672,15.32396511517535,21.65872373635217,777.7297763471597,1896.1029098160088,0.0,624.3961074896522,669.9299323279065,0.0,777.7297763471599,1896.1029098160084,2981.2331803841926,2.4441270321570725,3.84318923557541,452.77888402040054,488.7083090171104,510.7059938326066,1.0799414753155105,1.1284185409770688,0.021634,0.18042400000000003,0.011396,0.0079243786,0.540008,74.0,0.607734,0.0009021604899240426,20.6,3.8528,1.0706,20.852800000000002,78.0,206.4264,210.9844,25.354200000000002,21.387400000000003,48.4,2973.8257174936484,,0.0,3.0,2.0,0.6,0.8,0.2,0.6,0.6,0.6,1.2,0.6,0.4,1.0,1.2,0.8,0.8,0.2,64.0
p48,51.2199125,0.004190877659946757,7.087624298492323e-05,73.45979243362487,360.27940823725106,120.82081660717309,57.135107858308196,232.04588850469986,96.35297383575318,2.929426268028151,51.19308125,89.22610469117134,286.81961580362616,239.45859163007793,263.9264344014979,35.99593574869402,67.71077409555475,52.11869751593972,6.373132162730654,46.480841131457694,31.714838346860727,15.59207657961503,21.229932964097053,743.7324202093073,1885.9806091073206,0.0,602.2359093522252,655.1247581699123,0.0,743.7324202093075,1885.9806091073194,2928.471348395959,2.5449695324568857,3.952373239937015,435.69823157376834,442.6394857624253,521.9482359771796,1.0189046063511813,1.2015164408405132,0.035106,0.20501200000000003,0.018955999999999997,0.008449788,0.618882,135.0,0.691978,0.0012640652272494514,40.2,3.0613333333333337,0.7527999999999999,30.275,137.0,248.54000000000002,231.708,34.0382,30.2568,74.0,6312.434337047047,,0.0,3.0,3.0,0.8,0.6,0.4,0.6,1.0,0.6,1.0,0.6,0.6,1.2,1.0,0.6,0.6,0.6,68.0
p49,117.05177083333334,0.06311184996953816,0.0004749230063419367,73.15194112485162,340.7679538541969,120.89442812806006,26.151514119443824,130.426144518052,113.73930373026887,0.9333213641269591,117.025260416,36.86503632191105,267.61601272934524,219.87352572613682,227.02865012392795,34.65707900469093,76.2302468936117,60.39469596955106,9.730531126759143,54.47810675958939,41.57316788892077,15.835550924060646,21.75214013402232,660.1891239813552,1821.7239657969797,0.0,457.8958368434704,588.9732133757061,0.0,660.1891239813561,1821.7239657969799,2825.9913981326795,2.763685054558016,4.286329320384262,391.5510648278928,429.47911962988775,453.3244542639919,1.0972589076315746,1.1581897302087032,0.016634,0.16048999999999997,0.008506,0.0083114366,0.446668,215.6,0.46624999999999994,0.000191294882464273,84.6,5.251145833333331,0.8852,70.87819999999999,221.8,233.20120000000003,223.5772,18.901400000000002,12.8298,147.6,7445.838336568811,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,1.4,1.2,0.8,1.0,1.2,1.2,1.4,1.2,1.2,1.2,105.0
p50,70.03464583333333,0.005558992910152301,7.944775776265135e-05,73.68121369963087,369.6135914232504,104.13503025876048,53.9530364763951,239.50003576187856,85.92643530579157,2.1177821010267435,70.007947916,83.80428952982929,295.93237772361954,265.47856116449,283.6871561174588,35.58099146551289,70.10430095784427,52.960718076005676,6.196156514920315,48.9210025762199,34.52330949233139,17.143582881838594,21.183298381624375,701.4168143465922,1830.1111461875012,0.0,457.7567972556196,546.2448672160257,0.0,701.4168143465924,1830.1111461875012,2879.094139159742,2.615237568041383,4.111902159210476,400.8972785473821,450.8330386766298,454.33799637465955,1.1243701810481763,1.1331807085667247,0.029759999999999998,0.194112,0.016236,0.009737002,0.546092,188.4,0.6292959999999999,0.00045955206457737086,61.6,2.8991999999999996,0.6434,40.1982,197.6,270.1326,278.0176,33.28000000000001,31.726599999999998,109.8,8795.990937736582,,0.0,6.0,6.0,1.2,1.2,0.8,0.8,1.2,0.8,1.0,1.0,1.0,1.4,1.4,1.2,1.0,1.2,99.0
p52,45.63344166666666,0.0023285996011885193,4.8394285064352885e-05,73.94127083405776,331.5020513633017,108.74098553552389,26.36248537316617,141.4420518326996,101.4447239415245,1.19788738306405,45.606720834,33.02514875631033,257.56078052924397,222.76106582777788,230.05732742177725,34.888566187338334,62.75602571003657,50.564066897642576,5.928147168280097,47.02997124591694,27.86745952269822,12.191958812393981,15.726054464119624,695.846714086805,1806.7579792830427,0.0,549.2964307556354,608.1374805745482,0.0,695.8467140868053,1806.7579792830445,2877.905226056658,2.5976556141007032,4.13730310763553,399.83571897276454,462.73946039471696,498.46411505718726,1.1581035681170986,1.247314385332267,0.018358000000000003,0.179068,0.009684,0.009227744,0.48545,110.2,0.5270819999999999,0.0005246583699133252,40.2,1.9326312500000022,0.5822,23.407799999999998,113.0,220.5966,230.411,18.4678,15.529000000000002,70.8,3709.9481788690014,,0.0,4.0,4.0,0.8,0.8,0.6,0.6,0.8,0.8,1.0,0.6,0.8,1.2,1.2,1.2,1.0,0.8,77.0
p53,41.788895833333335,0.0025781431433279066,6.189839878771091e-05,67.14206149421918,380.6934788953303,161.3516228470823,38.24537406411919,286.9994486224492,151.96791066815075,0.9029162841884313,41.762572915999996,79.1500086804326,313.5514174011111,219.34185604824808,228.7255682271795,35.800505617263646,63.78037198738157,51.833102084372875,5.277016684772733,49.27259592793098,27.979866370117925,11.947269903008694,14.507776059450581,604.9780142848194,1795.6573913845264,0.0,396.97614277724807,647.9791844906083,0.0,604.9780142848192,1795.6573913845273,2795.988302927212,2.9698647483404654,4.624397518036116,327.4966787098794,378.54691705077016,441.46879712599605,1.156937810098854,1.3492146482103506,0.024659999999999998,0.19190400000000002,0.01302,0.0061973208,0.388218,128.6,0.45881799999999995,0.0004584920243869388,37.4,2.0416000000000003,0.4978000000000001,18.383,143.4,183.3288,199.4014,22.891799999999996,18.683,87.2,5633.901033838035,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.2,1.2,1.4,1.2,1.0,1.2,1.4,1.2,1.2,1.4,102.0
p55,32.908954166666675,0.0013264634538209066,3.874896370168325e-05,70.0785435008286,329.85947347289016,173.48740956556435,33.621887548186415,198.11071815063522,170.2574257465925,1.1721510581379195,32.881977082000006,63.40779562978046,259.78092997206153,156.37206390732584,159.60204772629766,35.24926508994631,64.05635749050315,49.65569236363465,5.5405573595069635,46.21192606939671,28.807092400556847,14.400665126868509,17.844431421106442,701.2510829012944,1851.851257604553,0.0,480.5409600386711,675.4380842031954,0.0,701.2510829012939,1851.8512576045512,2917.4924621364744,2.6439026642885217,4.165916005562053,333.91512013613703,403.8514571956155,417.890846615575,1.2143442423712716,1.2532438430415767,0.018396000000000003,0.190194,0.009852,0.005759584,0.484612,74.8,0.4568420000000001,0.0007393417875228403,28.8,1.442133333333334,0.5384,15.9232,78.0,152.2862,173.5644,22.723000000000003,17.4404,51.8,2631.9344697298498,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,0.4,1.2,1.2,1.0,0.8,1.0,1.2,1.2,1.0,1.2,93.0
p56,65.0605625,0.002414759135056132,3.479592849279616e-05,74.12399065472933,362.7562820922355,196.12471357297713,49.206487987824715,273.91095962590816,203.1903575731073,1.3822101250711212,65.03403125,23.072135197401128,288.6322914375062,166.6315685192584,159.56592451912823,34.43891954757927,64.91695546176933,49.30367129677343,5.680022217705216,44.626526299996286,30.478035914190052,15.61328416499589,20.290429161773023,707.2469686585027,1874.4758799256786,0.0,542.1227601069974,640.2900015048605,0.0,707.2469686585039,1874.475879925679,2901.786441355237,2.6508121127175963,4.103920319648002,367.70845654200923,382.1855147328276,441.8310124333055,1.042064326755942,1.2033230269200024,0.024642,0.179712,0.013304000000000002,0.005095431,0.5097259999999999,162.8,0.518756,0.00043990732204967015,56.8,3.042133333333335,0.6636,38.985,176.8,205.23259999999996,213.2756,27.496399999999994,23.6166,106.0,6209.050682198417,,0.0,4.0,3.0,0.8,1.0,0.6,0.4,0.6,1.2,1.4,0.6,0.8,1.2,1.2,1.2,0.8,0.8,82.0
p57,59.46289166666666,0.007543614037771476,0.00012372352476338854,70.3833451188066,328.1563207294848,188.92999534926074,38.001054428101234,291.4856234395306,183.7613057284253,0.5851460483732801,59.436445834000004,49.18583209143555,257.77297561067815,139.2263253802241,144.3950150010595,35.52708962280815,67.55811470741037,54.682701879524224,6.384641992868316,51.0025236108054,32.03102508460223,12.875412827886143,16.55559109660497,652.3519896070035,1856.2759012788897,0.0,400.39505514639626,579.1366739727407,0.0,652.3519896070025,1856.275901278887,2964.7141987376544,2.8478377111116644,4.548877201811863,305.2023767347791,359.66087486655226,377.2170704801273,1.1823550973629735,1.2389066388549028,0.024724000000000003,0.173364,0.013059999999999999,0.005288669,0.31580800000000003,152.4,0.334482,0.0003107960514766012,51.4,3.3365333333333345,0.6237999999999999,32.226,165.2,174.6978,184.6482,24.4282,18.227200000000003,98.2,6715.371121228968,,0.0,7.0,7.0,1.4,1.4,1.0,0.8,1.2,1.4,1.2,1.4,1.2,1.4,1.4,1.4,1.2,1.4,116.0
p58,38.24154583333333,0.0007965985539621519,2.1322861826446183e-05,72.13270827675998,333.11424561401856,193.10591752606848,53.808745285590575,332.5589765048232,204.23175027300255,1.9959968529232412,38.215147916,129.43043184372686,260.9815373372586,140.00832808795008,128.88249534101604,36.034943921760124,62.13938582526684,46.96080961974134,4.236280887678961,43.47907518923871,26.10444190350674,15.17857620552552,18.66031063602814,715.9044758593385,1926.4854765016648,0.0,620.0442234934541,721.3580222013585,0.0,715.9044758593385,1926.4854765016637,2964.8984510146697,2.6934716113667223,4.145824486773359,390.47869187134154,372.23346439848376,424.92917416120883,0.9535581151191973,1.088100859584749,0.032974,0.19016599999999997,0.017746,0.005157177000000001,0.5440340000000001,117.6,0.60816,0.0010321934061522835,35.0,2.7946666666666653,0.6566,20.8218,140.8,167.1776,188.1188,27.3108,25.399399999999996,76.4,1264.8724812298292,,0.0,3.0,4.0,0.6,1.0,0.4,0.6,1.2,0.8,1.2,0.8,0.8,0.8,1.0,1.0,0.8,0.6,75.0
p59,32.44285416666667,0.005379842778689151,0.00016028865029344991,74.59446444047423,382.6868053218268,223.64288673333203,47.125317874632366,328.8964005033393,224.31383520858572,1.2043068114421123,32.416427082,63.859826880536545,308.0923408813526,159.0439185884947,158.3729701132411,34.96297213768905,72.60644840809047,55.92199874013697,7.768163736704035,49.90542596290698,37.643476270401415,16.684449667953498,22.70102244518348,653.8532230591,1848.1237352642213,0.0,427.15064756023594,550.2345881035958,0.0,653.8532230590998,1848.1237352642206,2883.6607066590723,2.8310605193817673,4.419228528021305,323.7028216225215,381.9823766519539,414.5040014161573,1.185411780771116,1.2824065931289885,0.024977999999999997,0.162224,0.013152,0.0044642002,0.46754000000000007,69.8,0.468158,0.0007261780299018586,25.6,3.453389583333334,0.7567999999999999,19.186200000000003,77.8,214.9294,225.19699999999997,37.688599999999994,29.439,47.0,3100.592184974529,,0.0,3.0,3.0,0.8,0.6,0.8,0.8,1.0,1.0,1.2,1.0,0.4,1.0,1.2,0.8,0.6,1.2,77.0
p60,78.32621666666667,0.009969694622117095,0.00012269602628781946,72.62521275397606,381.91376254196456,198.1353484332423,41.06304389184801,192.26771392681763,186.3689506591821,1.143535909353665,78.299358334,23.931495244348746,309.2885497879886,183.7784141087223,195.54481188278254,34.734327991207195,71.22289813697735,54.81231662217484,7.23698098599151,48.921599786219,36.48857014577016,16.41058151480251,22.301298350758348,707.9510679032708,1892.4705492669211,0.0,441.67134592178417,566.0449724449379,0.0,707.9510679032708,1892.4705492669204,2923.1737933346967,2.6782023892603717,4.137392369801568,327.54351294070347,380.48067181918907,391.87700067581443,1.167291071144205,1.1999037650836357,0.019132000000000003,0.169856,0.01013,0.005053345400000001,0.4741000000000001,180.0,0.49360799999999994,0.00033324311549213056,69.8,3.6607999999999974,0.7356,49.123000000000005,192.8,216.00159999999997,185.7518,21.5902,15.3744,115.2,7777.578309423651,,0.0,5.0,4.0,1.0,1.2,1.2,0.8,0.6,1.4,1.2,1.2,1.0,0.8,1.2,1.0,1.2,0.8,93.0
p61,20.008654166666666,0.0003438712296347755,1.6676676796141558e-05,79.89686937538627,292.2890564844917,185.59541430387986,39.32625632701245,217.83362577664047,191.60284948124522,1.8294157072330393,19.982452084,45.955751290589646,212.39218710910546,106.69364218061185,100.68620700324652,34.2365202306532,59.07828190991478,46.13782188708019,4.686527223055548,42.07944271900096,24.84176167926159,12.940460022834596,16.998839190913824,764.9011732865414,1935.872754749284,0.0,666.1119249508154,738.3129837151963,0.0,764.9011732865416,1935.8727547492854,3029.1185701542245,2.5353681119742224,3.96860622330052,410.89622575405747,416.474390770667,461.6035990163946,1.0157362437483544,1.1238779856222376,0.028392,0.192808,0.015742,0.0053806896,0.5813659999999999,41.4,0.496776,0.0015425720350135388,16.0,1.8581333333333336,0.6519999999999999,10.16,43.4,137.9888,167.76799999999997,24.6098,19.3294,27.2,169.36768621307144,,0.0,4.0,3.0,0.6,0.6,0.2,0.6,1.0,0.8,1.2,0.8,1.0,1.4,1.4,1.0,0.8,0.6,79.0
p62,93.56904999999999,0.01111837589808274,0.00011665073131876605,73.55022375039479,392.8308035393607,197.49224980615998,39.23699173549211,231.85730565603507,194.07732313323564,1.0122656732393929,93.542025,65.63580219182822,319.28057978896595,195.3385537332007,198.7534804061251,34.80496729519437,70.24619843658279,54.624427956218256,7.282432391944182,49.843909057378745,35.441231141388414,15.621770480364528,20.402289379204042,735.785501502063,1853.6392394027469,0.0,444.718630055983,637.8191288149253,0.0,735.7855015020633,1853.6392394027469,2895.774638413464,2.521179027107194,3.938735654651583,346.13677355367196,447.6753994909519,428.8186120495808,1.2949061317829778,1.238756127940006,0.02048,0.17136,0.010848,0.0050551446,0.453702,199.6,0.48033800000000004,0.00028405333665686096,88.8,2.737066666666667,0.5927999999999999,53.2798,209.8,250.12479999999996,263.60159999999996,30.150599999999997,19.7406,136.4,7358.983793900447,,0.0,5.0,5.0,1.0,1.2,1.0,0.8,0.6,1.2,1.2,1.0,0.8,1.0,1.0,1.0,1.2,0.8,90.0
p63,73.81220416666667,2.670621106416816,0.04024468594267698,71.8517074582423,371.83079287865183,100.11763159679518,35.44748737683379,157.42785277771546,90.77816770842016,2.1008284555387586,73.784852084,35.61391546630224,299.97908542040955,271.7131612818567,281.0526251702317,50.534923798993844,76.61241914049272,63.730187498738005,4.839874919070854,60.19712421362802,26.07749534149888,12.88223164175472,16.41529492686471,740.1944614834484,1859.8463084607833,0.0,611.291499079184,592.3182717898301,0.0,740.1944614834483,1859.846308460783,2925.9629553515665,2.513631458693954,3.9548253556186284,392.57009629515403,420.0116419446579,463.7032128458012,1.0698197831851828,1.1814227065843095,0.028666000000000004,0.17476200000000003,0.015722000000000003,0.010048809,0.5833320000000001,192.6,0.65316,0.000598157937892652,67.6,2.3338666666666676,0.6098000000000001,40.92,205.2,284.3418,269.7504,19.6428,19.0292,113.0,36479.168393085274,,0.0,5.0,4.0,0.8,1.2,0.8,0.6,0.4,1.0,1.2,0.8,0.6,1.0,1.2,1.2,1.0,1.0,85.0
p64,113.44858333333335,0.013680932015758781,0.00011317448054084455,71.9915174530858,384.2302608561333,108.52503628796924,29.872507826398852,169.37605115522095,99.63518869493392,1.1122384523431523,113.422416666,49.69889430807464,312.2387434030475,275.705224568164,284.59507216119937,35.032639256426364,69.87190565578547,54.38162300017389,7.135677929129487,49.61227067880911,34.83926639935911,15.490282655611583,20.259634976976365,720.7851874437234,1865.14610548668,0.0,601.0112372771641,608.2295622181057,0.0,720.7851874437222,1865.1461054866795,2884.5834393860528,2.589431683247401,4.0051537472349015,415.21864439809286,443.28137078639037,516.9267517794151,1.0672843243938555,1.2459784506953944,0.022704,0.181622,0.0121,0.0092363724,0.46120400000000006,293.4,0.53323,0.0002306934331531358,101.4,2.8416000000000023,0.6636000000000001,65.905,304.6,281.73199999999997,252.57299999999995,19.5176,17.427,177.2,12756.620618364193,,0.0,3.0,4.0,0.8,1.2,0.8,0.8,0.8,0.8,0.4,0.8,0.4,1.4,1.2,1.2,0.8,1.2,76.0
p65,111.68404166666667,0.015628840780062214,0.00013843059740814041,69.17606383741371,385.72838175507536,120.06897573551177,36.836358260573995,222.70443499869825,109.14185509002368,1.0891342415744445,111.65827083399999,62.50987650143122,316.5523179176617,265.65940601956356,276.58652666505174,35.138566780964894,69.34543451173096,55.29750208726714,7.529029860208245,51.94038094535123,34.20686773076608,14.047932424463824,17.405053566379742,625.8203975844851,1749.5004974311075,0.0,457.56488295557244,617.4485859646514,0.0,625.8203975844839,1749.5004974311075,2776.9893545481787,2.797386345949696,4.440532798615669,345.55625981145323,424.36296707054396,454.78943983246234,1.2294463322881344,1.316638123694441,0.020802,0.17252,0.010674,0.008386482800000001,0.444278,271.4,0.518732,0.00020474500701294984,101.8,2.702933333333334,0.5518000000000001,55.0816,284.6,260.0086,252.9828,30.455399999999997,24.910000000000004,172.2,11255.894434991746,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,0.6,1.0,1.0,0.8,0.8,1.2,1.2,1.2,1.2,1.0,91.0
p66,82.99357916666666,0.01222219022939874,0.000145004208866399,71.7958604093703,352.3234783284891,117.70997241659299,34.79683246376372,236.1364263350644,107.36454607137861,0.8011361723263338,82.96741458400001,29.06494669990251,280.5276179191188,234.6135059118961,244.95893225711052,35.613090126766245,72.01135849102815,55.588030756401835,6.4083763825968845,51.25157861645554,36.3982683642619,16.42332773462631,20.759779874572615,643.2876956961616,1795.004157563009,0.0,406.43846601346337,661.4115258560016,0.0,643.2876956961611,1795.004157563009,2936.3178364842306,2.7912676598193196,4.566501502344012,349.9725233658202,435.9868454307316,454.59191001468787,1.2494762568422246,1.3007685993309035,0.02591,0.191322,0.01396,0.008537591399999999,0.369452,258.2,0.44565600000000005,0.0002607036500593806,72.4,5.8752,0.7083999999999999,49.270399999999995,270.0,234.20260000000002,225.7676,23.986800000000002,18.859,166.4,10377.840709707896,,0.0,6.0,7.0,1.2,1.2,1.2,1.0,0.4,1.2,1.0,1.0,1.2,1.2,1.4,1.2,1.2,1.2,104.0
